Oscar-Nominees-People-Best Director,4,Academy Awards,1931
Oscar-Winners-Films-Best Art Direction,1,Academy Awards,1931
Oscar-Winners-Films-Best Cinematography,1,Academy Awards,1931
Oscar-Winners-Films-Best Picture,1,Academy Awards,1931
Oscar-Winners-Films-Best Writing,2,Academy Awards,1931
Oscar-Winners-People-Best Actor in a Leading Role,1,Academy Awards,1931
Oscar-Winners-People-Best Actress in a Leading Role,1,Academy Awards,1931
Oscar-Winners-People-Best Director,1,Academy Awards,1931
Honorary Award-Winners-People,1,Academy Awards,1932
Oscar-Nominees-Films-Best Art Direction,2,Academy Awards,1932
Oscar-Nominees-Films-Best Cinematography,2,Academy Awards,1932
Oscar-Nominees-Films-Best Picture,7,Academy Awards,1932
Oscar-Nominees-Films-Best Short Subject,7,Academy Awards,1932
Oscar-Nominees-Films-Best Writing,5,Academy Awards,1932
Oscar-Nominees-People-Best Actor in a Leading Role,1,Academy Awards,1932
Oscar-Nominees-People-Best Actress in a Leading Role,2,Academy Awards,1932
Oscar-Nominees-People-Best Director,2,Academy Awards,1932
Oscar-Winners-Films-Best Art Direction,1,Academy Awards,1932
Oscar-Winners-Films-Best Cinematography,1,Academy Awards,1932
Oscar-Winners-Films-Best Picture,1,Academy Awards,1932
Oscar-Winners-Films-Best Short Subject,3,Academy Awards,1932
Oscar-Winners-Films-Best Writing,2,Academy Awards,1932
Oscar-Winners-People-Best Actor in a Leading Role,2,Academy Awards,1932
Oscar-Winners-People-Best Actress in a Leading Role,1,Academy Awards,1932
Oscar-Winners-People-Best Director,1,Academy Awards,1932
Oscar-Nominees-Films-Best Art Direction,2,Academy Awards,1934
Oscar-Nominees-Films-Best Cinematography,2,Academy Awards,1934
Oscar-Nominees-Films-Best Picture,9,Academy Awards,1934
Oscar-Nominees-Films-Best Short Subject,6,Academy Awards,1934
Oscar-Nominees-Films-Best Sound,3,Academy Awards,1934
Oscar-Nominees-Films-Best Writing,4,Academy Awards,1934
Oscar-Nominees-People-Best Actor in a Leading Role,2,Academy Awards,1934
Oscar-Nominees-People-Best Actress in a Leading Role,2,Academy Awards,1934
Oscar-Nominees-People-Best Assistant Director,11,Academy Awards,1934
Oscar-Nominees-People-Best Director,2,Academy Awards,1934
Oscar-Winners-Films-Best Art Direction,1,Academy Awards,1934
Oscar-Winners-Films-Best Cinematography,1,Academy Awards,1934
Oscar-Winners-Films-Best Picture,1,Academy Awards,1934
Oscar-Winners-Films-Best Short Subject,3,Academy Awards,1934
Oscar-Winners-Films-Best Sound,1,Academy Awards,1934
Oscar-Winners-Films-Best Writing,2,Academy Awards,1934
Oscar-Winners-People-Best Actor in a Leading Role,1,Academy Awards,1934
Oscar-Winners-People-Best Actress in a Leading Role,1,Academy Awards,1934
Oscar-Winners-People-Best Assistant Director,7,Academy Awards,1934
Oscar-Winners-People-Best Director,1,Academy Awards,1934
Technical Achievement Award-Winners-People,2,Academy Awards,1934
Juvenile Award-Winners-People,1,Academy Awards,1935
Oscar-Nominees-Films-Best Art Direction,2,Academy Awards,1935
Oscar-Nominees-Films-Best Cinematography,2,Academy Awards,1935
Oscar-Nominees-Films-Best Film Editing,2,Academy Awards,1935
Oscar-Nominees-Films-Best Music,4,Academy Awards,1935
Oscar-Nominees-Films-Best Picture,11,Academy Awards,1935
Oscar-Nominees-Films-Best Short Subject,6,Academy Awards,1935
Oscar-Nominees-Films-Best Sound,7,Academy Awards,1935
Oscar-Nominees-Films-Best Writing,4,Academy Awards,1935
Oscar-Nominees-People-Best Actor in a Leading Role,2,Academy Awards,1935
Oscar-Nominees-People-Best Actress in a Leading Role,3,Academy Awards,1935
Oscar-Nominees-People-Best Assistant Director,2,Academy Awards,1935
Oscar-Nominees-People-Best Director,2,Academy Awards,1935
Oscar-Winners-Films-Best Art Direction,1,Academy Awards,1935
Oscar-Winners-Films-Best Cinematography,1,Academy Awards,1935
Oscar-Winners-Films-Best Film Editing,1,Academy Awards,1935
Oscar-Winners-Films-Best Music,2,Academy Awards,1935
Oscar-Winners-Films-Best Picture,1,Academy Awards,1935
Oscar-Winners-Films-Best Short Subject,3,Academy Awards,1935
Oscar-Winners-Films-Best Sound,1,Academy Awards,1935
Oscar-Winners-Films-Best Writing,2,Academy Awards,1935
Oscar-Winners-People-Best Actor in a Leading Role,1,Academy Awards,1935
Oscar-Winners-People-Best Actress in a Leading Role,1,Academy Awards,1935
Oscar-Winners-People-Best Assistant Director,1,Academy Awards,1935
Oscar-Winners-People-Best Director,1,Academy Awards,1935
Technical Achievement Award-Winners-Films,1,Academy Awards,1935
Honorary Award-Winners-People,1,Academy Awards,1936
Oscar-Nominees-Films-Best Art Direction,2,Academy Awards,1936
Oscar-Nominees-Films-Best Cinematography,3,Academy Awards,1936
Oscar-Nominees-Films-Best Dance Direction,8,Academy Awards,1936
Oscar-Nominees-Films-Best Film Editing,5,Academy Awards,1936
Oscar-Nominees-Films-Best Music,5,Academy Awards,1936
Oscar-Nominees-Films-Best Picture,11,Academy Awards,1936
Oscar-Nominees-Films-Best Short Subject,6,Academy Awards,1936
Oscar-Nominees-Films-Best Sound,8,Academy Awards,1936
Oscar-Nominees-Films-Best Writing,6,Academy Awards,1936
Oscar-Nominees-People-Best Actor in a Leading Role,4,Academy Awards,1936
Oscar-Nominees-People-Best Actress in a Leading Role,5,Academy Awards,1936
Oscar-Nominees-People-Best Assistant Director,3,Academy Awards,1936
Oscar-Nominees-People-Best Director,3,Academy Awards,1936
Oscar-Winners-Films-Best Art Direction,1,Academy Awards,1936
Oscar-Winners-Films-Best Cinematography,1,Academy Awards,1936
Oscar-Winners-Films-Best Dance Direction,2,Academy Awards,1936
Oscar-Winners-Films-Best Film Editing,1,Academy Awards,1936
Oscar-Winners-Films-Best Music,2,Academy Awards,1936
Oscar-Winners-Films-Best Picture,1,Academy Awards,1936
Oscar-Winners-Films-Best Short Subject,3,Academy Awards,1936
Oscar-Winners-Films-Best Sound,1,Academy Awards,1936
Oscar-Winners-Films-Best Writing,2,Academy Awards,1936
Oscar-Winners-People-Best Actor in a Leading Role,1,Academy Awards,1936
Oscar-Winners-People-Best Actress in a Leading Role,1,Academy Awards,1936
Oscar-Winners-People-Best Assistant Director,2,Academy Awards,1936
Oscar-Winners-People-Best Director,1,Academy Awards,1936
Technical Achievement Award-Winners-People,3,Academy Awards,1936
Academy Award of Merit-Winners-People,1,Academy Awards,1937
Honorary Award-Winners-Films,1,Academy Awards,1937
Oscar-Nominees-Films-Best Art Direction,6,Academy Awards,1937
Oscar-Nominees-Films-Best Cinematography,2,Academy Awards,1937
Oscar-Nominees-Films-Best Dance Direction,6,Academy Awards,1937
Oscar-Nominees-Films-Best Film Editing,5,Academy Awards,1937
Oscar-Nominees-Films-Best Music,9,Academy Awards,1937
Oscar-Nominees-Films-Best Picture,9,Academy Awards,1937
Oscar-Nominees-Films-Best Short Subject,8,Academy Awards,1937
Oscar-Nominees-Films-Best Sound,8,Academy Awards,1937
Oscar-Nominees-Films-Best Writing,8,Academy Awards,1937
Oscar-Nominees-People-Best Actor in a Leading Role,4,Academy Awards,1937
Oscar-Nominees-People-Best Actor in a Supporting Role,4,Academy Awards,1937
Oscar-Nominees-People-Best Actress in a Leading Role,4,Academy Awards,1937
Oscar-Nominees-People-Best Actress in a Supporting Role,4,Academy Awards,1937
Oscar-Nominees-People-Best Assistant Director,4,Academy Awards,1937
Oscar-Nominees-People-Best Director,4,Academy Awards,1937
Oscar-Winners-Films-Best Art Direction,1,Academy Awards,1937
Oscar-Winners-Films-Best Cinematography,1,Academy Awards,1937
Oscar-Winners-Films-Best Dance Direction,1,Academy Awards,1937
Oscar-Winners-Films-Best Film Editing,1,Academy Awards,1937
Oscar-Winners-Films-Best Music,2,Academy Awards,1937
Oscar-Winners-Films-Best Picture,1,Academy Awards,1937
Oscar-Winners-Films-Best Short Subject,4,Academy Awards,1937
Oscar-Winners-Films-Best Sound,1,Academy Awards,1937
Oscar-Winners-Films-Best Writing,2,Academy Awards,1937
Oscar-Winners-People-Best Actor in a Leading Role,1,Academy Awards,1937
Oscar-Winners-People-Best Actor in a Supporting Role,1,Academy Awards,1937
Oscar-Winners-People-Best Actress in a Leading Role,1,Academy Awards,1937
Oscar-Winners-People-Best Actress in a Supporting Role,1,Academy Awards,1937
Oscar-Winners-People-Best Assistant Director,1,Academy Awards,1937
Oscar-Winners-People-Best Director,1,Academy Awards,1937
Honorary Award-Winners-Films,1,Academy Awards,1938
Honorary Award-Winners-People,2,Academy Awards,1938
Irving G. Thalberg Memorial Award-Winners-People,1,Academy Awards,1938
Oscar-Nominees-Films-Best Art Direction,11,Academy Awards,1938
Oscar-Nominees-Films-Best Cinematography,2,Academy Awards,1938
Oscar-Nominees-Films-Best Dance Direction,6,Academy Awards,1938
Oscar-Nominees-Films-Best Film Editing,4,Academy Awards,1938
Oscar-Nominees-Films-Best Music,17,Academy Awards,1938
Oscar-Nominees-Films-Best Picture,9,Academy Awards,1938
Oscar-Nominees-Films-Best Short Subject,8,Academy Awards,1938
Oscar-Nominees-Films-Best Sound,9,Academy Awards,1938
Oscar-Nominees-Films-Best Writing,8,Academy Awards,1938
Oscar-Nominees-People-Best Actor in a Leading Role,4,Academy Awards,1938
Oscar-Nominees-People-Best Actor in a Supporting Role,4,Academy Awards,1938
Oscar-Nominees-People-Best Actress in a Leading Role,4,Academy Awards,1938
Oscar-Nominees-People-Best Actress in a Supporting Role,4,Academy Awards,1938
Oscar-Nominees-People-Best Assistant Director,4,Academy Awards,1938
Oscar-Nominees-People-Best Director,4,Academy Awards,1938
Oscar-Winners-Films-Best Art Direction,1,Academy Awards,1938
Oscar-Winners-Films-Best Cinematography,1,Academy Awards,1938
Oscar-Winners-Films-Best Dance Direction,1,Academy Awards,1938
Oscar-Winners-Films-Best Film Editing,1,Academy Awards,1938
Oscar-Winners-Films-Best Music,2,Academy Awards,1938
Oscar-Winners-Films-Best Picture,1,Academy Awards,1938
Oscar-Winners-Films-Best Short Subject,4,Academy Awards,1938
Oscar-Winners-Films-Best Sound,1,Academy Awards,1938
Oscar-Winners-Films-Best Writing,2,Academy Awards,1938
Oscar-Winners-People-Best Actor in a Leading Role,1,Academy Awards,1938
Oscar-Winners-People-Best Actor in a Supporting Role,1,Academy Awards,1938
Oscar-Winners-People-Best Actress in a Leading Role,1,Academy Awards,1938
Oscar-Winners-People-Best Actress in a Supporting Role,1,Academy Awards,1938
Oscar-Winners-People-Best Assistant Director,1,Academy Awards,1938
Oscar-Winners-People-Best Director,1,Academy Awards,1938
Scientific and Engineering Award-Winners-People,2,Academy Awards,1938
Technical Achievement Award-Winners-People,4,Academy Awards,1938
Honorary Award-Winners-Films,3,Academy Awards,1939
Honorary Award-Winners-People,2,Academy Awards,1939
Irving G. Thalberg Memorial Award-Nominees-People,6,Academy Awards,1939
Irving G. Thalberg Memorial Award-Winners-People,1,Academy Awards,1939
Juvenile Award-Winners-People,2,Academy Awards,1939
Oscar-Nominees-Films-Best Art Direction,10,Academy Awards,1939
Oscar-Nominees-Films-Best Cinematography,10,Academy Awards,1939
Oscar-Nominees-Films-Best Film Editing,4,Academy Awards,1939
Oscar-Nominees-Films-Best Music,29,Academy Awards,1939
Oscar-Nominees-Films-Best Picture,9,Academy Awards,1939
Oscar-Nominees-Films-Best Short Subject,8,Academy Awards,1939
Oscar-Nominees-Films-Best Sound,9,Academy Awards,1939
Oscar-Nominees-Films-Best Writing,9,Academy Awards,1939
Oscar-Nominees-People-Best Actor in a Leading Role,4,Academy Awards,1939
Oscar-Nominees-People-Best Actor in a Supporting Role,4,Academy Awards,1939
Oscar-Nominees-People-Best Actress in a Leading Role,4,Academy Awards,1939
Oscar-Nominees-People-Best Actress in a Supporting Role,4,Academy Awards,1939
Oscar-Nominees-People-Best Director,4,Academy Awards,1939
Oscar-Winners-Films-Best Art Direction,1,Academy Awards,1939
Oscar-Winners-Films-Best Cinematography,1,Academy Awards,1939
Oscar-Winners-Films-Best Film Editing,1,Academy Awards,1939
Oscar-Winners-Films-Best Music,3,Academy Awards,1939
Oscar-Winners-Films-Best Picture,1,Academy Awards,1939
Oscar-Winners-Films-Best Short Subject,3,Academy Awards,1939
Oscar-Winners-Films-Best Sound,1,Academy Awards,1939
Oscar-Winners-Films-Best Writing,2,Academy Awards,1939
Oscar-Winners-People-Best Actor in a Leading Role,1,Academy Awards,1939
Oscar-Winners-People-Best Actor in a Supporting Role,1,Academy Awards,1939
Oscar-Winners-People-Best Actress in a Leading Role,1,Academy Awards,1939
Oscar-Winners-People-Best Actress in a Supporting Role,1,Academy Awards,1939
Oscar-Winners-People-Best Director,1,Academy Awards,1939
Technical Achievement Award-Winners-People,2,Academy Awards,1939
Honorary Award-Winners-Films,1,Academy Awards,1940
Honorary Award-Winners-People,5,Academy Awards,1940
Irving G. Thalberg Memorial Award-Winners-People,1,Academy Awards,1940
Juvenile Award-Winners-People,1,Academy Awards,1940
Oscar-Nominees-Films-Best Art Direction,11,Academy Awards,1940
Oscar-Nominees-Films-Best Cinematography,14,Academy Awards,1940
Oscar-Nominees-Films-Best Effects,6,Academy Awards,1940
Oscar-Nominees-Films-Best Film Editing,4,Academy Awards,1940
Oscar-Nominees-Films-Best Music,26,Academy Awards,1940
Oscar-Nominees-Films-Best Picture,9,Academy Awards,1940
Oscar-Nominees-Films-Best Short Subject,8,Academy Awards,1940
Oscar-Nominees-Films-Best Sound,10,Academy Awards,1940
Oscar-Nominees-Films-Best Writing,8,Academy Awards,1940
Oscar-Nominees-People-Best Actor in a Leading Role,4,Academy Awards,1940
Oscar-Nominees-People-Best Actor in a Supporting Role,4,Academy Awards,1940
Oscar-Nominees-People-Best Actress in a Leading Role,4,Academy Awards,1940
Oscar-Nominees-People-Best Actress in a Supporting Role,4,Academy Awards,1940
Oscar-Nominees-People-Best Director,4,Academy Awards,1940
Oscar-Winners-Films-Best Art Direction,1,Academy Awards,1940
Oscar-Winners-Films-Best Cinematography,2,Academy Awards,1940
Oscar-Winners-Films-Best Effects,1,Academy Awards,1940
Oscar-Winners-Films-Best Film Editing,1,Academy Awards,1940
Oscar-Winners-Films-Best Music,3,Academy Awards,1940
Oscar-Winners-Films-Best Picture,1,Academy Awards,1940
Oscar-Winners-Films-Best Short Subject,3,Academy Awards,1940
Oscar-Winners-Films-Best Sound,1,Academy Awards,1940
Oscar-Winners-Films-Best Writing,2,Academy Awards,1940
Oscar-Winners-People-Best Actor in a Leading Role,1,Academy Awards,1940
Oscar-Winners-People-Best Actor in a Supporting Role,1,Academy Awards,1940
Oscar-Winners-People-Best Actress in a Leading Role,1,Academy Awards,1940
Oscar-Winners-People-Best Actress in a Supporting Role,1,Academy Awards,1940
Oscar-Winners-People-Best Director,1,Academy Awards,1940
Technical Achievement Award-Winners-Films,1,Academy Awards,1940
Technical Achievement Award-Winners-People,11,Academy Awards,1940
Honorary Award-Winners-People,2,Academy Awards,1941
Oscar-Nominees-Films-Best Art Direction,15,Academy Awards,1941
Oscar-Nominees-Films-Best Cinematography,14,Academy Awards,1941
Oscar-Nominees-Films-Best Effects,13,Academy Awards,1941
Oscar-Nominees-Films-Best Film Editing,4,Academy Awards,1941
Oscar-Nominees-Films-Best Music,32,Academy Awards,1941
Oscar-Nominees-Films-Best Picture,9,Academy Awards,1941
Oscar-Nominees-Films-Best Short Subject,7,Academy Awards,1941
Oscar-Nominees-Films-Best Sound,10,Academy Awards,1941
Oscar-Nominees-Films-Best Writing,12,Academy Awards,1941
Oscar-Nominees-People-Best Actor in a Leading Role,4,Academy Awards,1941
Oscar-Nominees-People-Best Actor in a Supporting Role,4,Academy Awards,1941
Oscar-Nominees-People-Best Actress in a Leading Role,4,Academy Awards,1941
Oscar-Nominees-People-Best Actress in a Supporting Role,4,Academy Awards,1941
Oscar-Nominees-People-Best Director,4,Academy Awards,1941
Oscar-Winners-Films-Best Art Direction,2,Academy Awards,1941
Oscar-Winners-Films-Best Cinematography,2,Academy Awards,1941
Oscar-Winners-Films-Best Effects,1,Academy Awards,1941
Oscar-Winners-Films-Best Film Editing,1,Academy Awards,1941
Oscar-Winners-Films-Best Music,3,Academy Awards,1941
Oscar-Winners-Films-Best Picture,1,Academy Awards,1941
Oscar-Winners-Films-Best Short Subject,3,Academy Awards,1941
Oscar-Winners-Films-Best Sound,1,Academy Awards,1941
Oscar-Winners-Films-Best Writing,3,Academy Awards,1941
Oscar-Winners-People-Best Actor in a Leading Role,1,Academy Awards,1941
Oscar-Winners-People-Best Actor in a Supporting Role,1,Academy Awards,1941
Oscar-Winners-People-Best Actress in a Leading Role,1,Academy Awards,1941
Oscar-Winners-People-Best Actress in a Supporting Role,1,Academy Awards,1941
Oscar-Winners-People-Best Director,1,Academy Awards,1941
Technical Achievement Award-Winners-People,1,Academy Awards,1941
Honorary Award-Winners-Films,4,Academy Awards,1942
Irving G. Thalberg Memorial Award-Winners-People,1,Academy Awards,1942
Oscar-Nominees-Films-Best Art Direction Interior Decoration,13,Academy Awards,1942
Oscar-Nominees-Films-Best Cinematography,14,Academy Awards,1942
Oscar-Nominees-Films-Best Documentary,10,Academy Awards,1942
Oscar-Nominees-Films-Best Effects,7,Academy Awards,1942
Oscar-Nominees-Films-Best Film Editing,4,Academy Awards,1942
Oscar-Nominees-Films-Best Music,36,Academy Awards,1942
Oscar-Nominees-Films-Best Picture,9,Academy Awards,1942
Oscar-Nominees-Films-Best Short Subject,19,Academy Awards,1942
Oscar-Nominees-Films-Best Sound,10,Academy Awards,1942
Oscar-Nominees-Films-Best Writing,12,Academy Awards,1942
Oscar-Nominees-People-Best Actor in a Leading Role,4,Academy Awards,1942
Oscar-Nominees-People-Best Actor in a Supporting Role,4,Academy Awards,1942
Oscar-Nominees-People-Best Actress in a Leading Role,4,Academy Awards,1942
Oscar-Nominees-People-Best Actress in a Supporting Role,4,Academy Awards,1942
Oscar-Nominees-People-Best Director,4,Academy Awards,1942
Oscar-Winners-Films-Best Art Direction Interior Decoration,2,Academy Awards,1942
Oscar-Winners-Films-Best Cinematography,2,Academy Awards,1942
Oscar-Winners-Films-Best Documentary,1,Academy Awards,1942
Oscar-Winners-Films-Best Effects,1,Academy Awards,1942
Oscar-Winners-Films-Best Film Editing,1,Academy Awards,1942
Oscar-Winners-Films-Best Music,3,Academy Awards,1942
Oscar-Winners-Films-Best Picture,1,Academy Awards,1942
Oscar-Winners-Films-Best Short Subject,3,Academy Awards,1942
Oscar-Winners-Films-Best Sound,1,Academy Awards,1942
Oscar-Winners-Films-Best Writing,3,Academy Awards,1942
Oscar-Winners-People-Best Actor in a Leading Role,1,Academy Awards,1942
Oscar-Winners-People-Best Actor in a Supporting Role,1,Academy Awards,1942
Oscar-Winners-People-Best Actress in a Leading Role,1,Academy Awards,1942
Oscar-Winners-People-Best Actress in a Supporting Role,1,Academy Awards,1942
Oscar-Winners-People-Best Director,1,Academy Awards,1942
Technical Achievement Award-Winners-People,3,Academy Awards,1942
Honorary Award-Winners-Films,1,Academy Awards,1943
Honorary Award-Winners-People,1,Academy Awards,1943
Irving G. Thalberg Memorial Award-Winners-People,1,Academy Awards,1943
Oscar-Nominees-Films-Best Art Direction Interior Decoration,13,Academy Awards,1943
Oscar-Nominees-Films-Best Cinematography,14,Academy Awards,1943
Oscar-Nominees-Films-Best Documentary,21,Academy Awards,1943
Oscar-Nominees-Films-Best Effects,9,Academy Awards,1943
Oscar-Nominees-Films-Best Film Editing,4,Academy Awards,1943
Oscar-Nominees-Films-Best Music,33,Academy Awards,1943
Oscar-Nominees-Films-Best Picture,9,Academy Awards,1943
Oscar-Nominees-Films-Best Short Subject,10,Academy Awards,1943
Oscar-Nominees-Films-Best Sound,11,Academy Awards,1943
Oscar-Nominees-Films-Best Writing,12,Academy Awards,1943
Oscar-Nominees-People-Best Actor in a Leading Role,4,Academy Awards,1943
Oscar-Nominees-People-Best Actor in a Supporting Role,4,Academy Awards,1943
Oscar-Nominees-People-Best Actress in a Leading Role,4,Academy Awards,1943
Oscar-Nominees-People-Best Actress in a Supporting Role,4,Academy Awards,1943
Oscar-Nominees-People-Best Director,4,Academy Awards,1943
Oscar-Winners-Films-Best Art Direction Interior Decoration,2,Academy Awards,1943
Oscar-Winners-Films-Best Cinematography,2,Academy Awards,1943
Oscar-Winners-Films-Best Documentary,4,Academy Awards,1943
Oscar-Winners-Films-Best Effects,1,Academy Awards,1943
Oscar-Winners-Films-Best Film Editing,1,Academy Awards,1943
Oscar-Winners-Films-Best Music,3,Academy Awards,1943
Oscar-Winners-Films-Best Picture,1,Academy Awards,1943
Oscar-Winners-Films-Best Short Subject,3,Academy Awards,1943
Oscar-Winners-Films-Best Sound,1,Academy Awards,1943
Oscar-Winners-Films-Best Writing,3,Academy Awards,1943
Oscar-Winners-People-Best Actor in a Leading Role,1,Academy Awards,1943
Oscar-Winners-People-Best Actor in a Supporting Role,1,Academy Awards,1943
Oscar-Winners-People-Best Actress in a Leading Role,1,Academy Awards,1943
Oscar-Winners-People-Best Actress in a Supporting Role,1,Academy Awards,1943
Oscar-Winners-People-Best Director,1,Academy Awards,1943
Scientific and Engineering Award-Winners-People,2,Academy Awards,1943
Technical Achievement Award-Winners-People,1,Academy Awards,1943
Honorary Award-Winners-People,1,Academy Awards,1944
Irving G. Thalberg Memorial Award-Winners-People,1,Academy Awards,1944
Oscar-Nominees-Films-Best Art Direction Interior Decoration,9,Academy Awards,1944
Oscar-Nominees-Films-Best Cinematography,14,Academy Awards,1944
Oscar-Nominees-Films-Best Documentary,10,Academy Awards,1944
Oscar-Nominees-Films-Best Effects,5,Academy Awards,1944
Oscar-Nominees-Films-Best Film Editing,4,Academy Awards,1944
Oscar-Nominees-Films-Best Music,33,Academy Awards,1944
Oscar-Nominees-Films-Best Picture,9,Academy Awards,1944
Oscar-Nominees-Films-Best Short Subject,12,Academy Awards,1944
Oscar-Nominees-Films-Best Sound,11,Academy Awards,1944
Oscar-Nominees-Films-Best Writing,12,Academy Awards,1944
Oscar-Nominees-People-Best Actor in a Leading Role,4,Academy Awards,1944
Oscar-Nominees-People-Best Actor in a Supporting Role,4,Academy Awards,1944
Oscar-Nominees-People-Best Actress in a Leading Role,4,Academy Awards,1944
Oscar-Nominees-People-Best Actress in a Supporting Role,4,Academy Awards,1944
Oscar-Nominees-People-Best Director,4,Academy Awards,1944
Oscar-Winners-Films-Best Art Direction Interior Decoration,2,Academy Awards,1944
Oscar-Winners-Films-Best Cinematography,2,Academy Awards,1944
Oscar-Winners-Films-Best Documentary,2,Academy Awards,1944
Oscar-Winners-Films-Best Effects,1,Academy Awards,1944
Oscar-Winners-Films-Best Film Editing,1,Academy Awards,1944
Oscar-Winners-Films-Best Music,3,Academy Awards,1944
Oscar-Winners-Films-Best Picture,1,Academy Awards,1944
Oscar-Winners-Films-Best Short Subject,3,Academy Awards,1944
Oscar-Winners-Films-Best Sound,1,Academy Awards,1944
Oscar-Winners-Films-Best Writing,3,Academy Awards,1944
Oscar-Winners-People-Best Actor in a Leading Role,1,Academy Awards,1944
Oscar-Winners-People-Best Actor in a Supporting Role,1,Academy Awards,1944
Oscar-Winners-People-Best Actress in a Leading Role,1,Academy Awards,1944
Oscar-Winners-People-Best Actress in a Supporting Role,1,Academy Awards,1944
Oscar-Winners-People-Best Director,1,Academy Awards,1944
Scientific and Engineering Award-Winners-People,1,Academy Awards,1944
Technical Achievement Award-Winners-People,3,Academy Awards,1944
Honorary Award-Winners-People,1,Academy Awards,1945
Irving G. Thalberg Memorial Award-Winners-People,1,Academy Awards,1945
Juvenile Award-Winners-Films,1,Academy Awards,1945
Oscar-Nominees-Films-Best Art Direction Interior Decoration,13,Academy Awards,1945
Oscar-Nominees-Films-Best Cinematography,14,Academy Awards,1945
Oscar-Nominees-Films-Best Documentary,3,Academy Awards,1945
Oscar-Nominees-Films-Best Effects,6,Academy Awards,1945
Oscar-Nominees-Films-Best Film Editing,4,Academy Awards,1945
Oscar-Nominees-Films-Best Music,43,Academy Awards,1945
Oscar-Nominees-Films-Best Picture,4,Academy Awards,1945
Oscar-Nominees-Films-Best Short Subject,12,Academy Awards,1945
Oscar-Nominees-Films-Best Sound,10,Academy Awards,1945
Oscar-Nominees-Films-Best Writing,12,Academy Awards,1945
Oscar-Nominees-People-Best Actor in a Leading Role,4,Academy Awards,1945
Oscar-Nominees-People-Best Actor in a Supporting Role,4,Academy Awards,1945
Oscar-Nominees-People-Best Actress in a Leading Role,4,Academy Awards,1945
Oscar-Nominees-People-Best Actress in a Supporting Role,4,Academy Awards,1945
Oscar-Nominees-People-Best Director,4,Academy Awards,1945
Oscar-Winners-Films-Best Art Direction Interior Decoration,2,Academy Awards,1945
Oscar-Winners-Films-Best Cinematography,2,Academy Awards,1945
Oscar-Winners-Films-Best Documentary,2,Academy Awards,1945
Oscar-Winners-Films-Best Effects,1,Academy Awards,1945
Oscar-Winners-Films-Best Film Editing,1,Academy Awards,1945
Oscar-Winners-Films-Best Music,3,Academy Awards,1945
Oscar-Winners-Films-Best Picture,1,Academy Awards,1945
Oscar-Winners-Films-Best Short Subject,3,Academy Awards,1945
Oscar-Winners-Films-Best Sound,1,Academy Awards,1945
Oscar-Winners-Films-Best Writing,3,Academy Awards,1945
